Abbreviation,Meaning,Translation,Wikipedia,Verified
GABHS,group A β-hemolytic streptococcal,A组β溶血性链球菌,https://en.wikipedia.org/wiki/Group_A_streptococcal_infection,
GAD,general anxiety disorder,一般性焦虑症,https://en.wikipedia.org/wiki/Generalized_anxiety_disorder,
GAG,glycosaminoglycan,糖胺聚糖,https://en.wikipedia.org/wiki/Glycosaminoglycan,
GAHS,Glasgow Alcoholic Hepatitis Score,格拉斯哥酒精性肝炎评分,https://en.wikipedia.org/wiki/Gahs,
GAK,Cyclin G-associated kinase,细胞周期蛋白G相关激酶,https://en.wikipedia.org/wiki/GAK,
GAS,Gender Affirmation Surgery,性别确认手术,,
GAS,Group A Streptococcus,A组链球菌,,
GB,gallbladder,胆囊,https://en.wikipedia.org/wiki/Gallbladder,
GBM,glioblastoma multiforme,胶质母细胞瘤,https://en.wikipedia.org/wiki/Glioblastoma,
GBM-PNC,glioblastomas with primitive neuronal components,具有原始神经元成分的胶质母细胞瘤,,
GBS,Group B streptococcal,B组链球菌,https://en.wikipedia.org/wiki/GBS,
GC,Gonorrhea,淋病,https://en.wikipedia.org/wiki/Gonorrhea,
GC-rich,Guanine/Cytosine-rich,鸟嘌呤/富含胞嘧啶,,
GCS,Glasgow coma scale,格拉斯哥昏迷量表,https://en.wikipedia.org/wiki/Glasgow_Coma_Scale,
GCSI,Gastroparesis Cardinal Symptoms Index,胃轻瘫主要症状指数,https://en.wikipedia.org/wiki/Order_of_the_Star_of_India,
GDNF,glial cell line-derived neurotrophic factor,胶质细胞源性神经营养因子,https://en.wikipedia.org/wiki/Glial_cell_line-derived_neurotrophic_factor,
GEF,guanosine nucleotide exchange factor,鸟苷核苷酸交换因子,https://en.wikipedia.org/wiki/GEF,
GEP,gene expression profiling,基因表达谱,https://en.wikipedia.org/wiki/Gene_expression_profiling,
GEP-NET,gastroenteropancreatic neuroendocrine tumor,胃肠胰腺神经内分泌肿瘤,https://en.wikipedia.org/wiki/Neuroendocrine_tumor,
GER,gastroesophageal reflux,胃食管反流,https://en.wikipedia.org/wiki/Gastroesophageal_reflux_disease,
GERD,gastroesophageal reflux disease,胃食管反流病,https://en.wikipedia.org/wiki/Gastroesophageal_reflux_disease,
GES,gastric emptying scintigraphy,胃排空闪烁扫描,https://en.wikipedia.org/wiki/GES,
GFMCS,Gross Motor Function Classification System,运动功能总分类系统,https://en.wikipedia.org/wiki/Gross_Motor_Function_Classification_System,
GFP,green fluorescent protein,绿色荧光蛋白,https://en.wikipedia.org/wiki/Green_fluorescent_protein,
GFR,Glomerular filtration rate,肾小球滤过率,https://en.wikipedia.org/wiki/Glomerular_filtration_rate,
GGA,Genioglossus Advancement,舌肌进展,https://en.wikipedia.org/wiki/Genioglossus_advancement,
GGO,ground-glass opacity,毛玻璃不透明,https://en.wikipedia.org/wiki/Ground-glass_opacity,
GGT,gamma-glutamyltransferase,γ-谷氨酰转移酶,https://en.wikipedia.org/wiki/Gamma-glutamyltransferase,
GH,growth hormone,生长激素,https://en.wikipedia.org/wiki/Growth_hormone,
GHBP,growth hormone binding protein,生长激素结合蛋白,https://en.wikipedia.org/wiki/Growth_hormone-binding_protein,
GHD,growth hormone deficiency,生长激素缺乏症,https://en.wikipedia.org/wiki/Growth_hormone_deficiency,
GHR,growth hormone receptor,生长激素受体,https://en.wikipedia.org/wiki/Growth_hormone_receptor,
GI,gastroenterologist,肠胃科医生,https://en.wikipedia.org/wiki/Gastroenterology,
GI,gastrointestinal,胃肠道,https://en.wikipedia.org/wiki/Gastrointestinal_tract,
GIB,gastrointestinal bleeding,胃肠道出血,https://en.wikipedia.org/wiki/Gastrointestinal_bleeding,
GIPP,Gastrointestinal Pathogen Panel,胃肠道病原体,,
GIST,gastrointestinal stromal tumor,胃肠道间质瘤,https://en.wikipedia.org/wiki/Gastrointestinal_stromal_tumor,
GJ,Gastro-Jejunal,胃空肠,https://en.wikipedia.org/wiki/GJ,
GLP-1,glucagon-like peptide-1,胰高血糖素样肽1,https://en.wikipedia.org/wiki/Glucagon-like_peptide-1,
GLT,glucose loading test,葡萄糖负荷试验,https://en.wikipedia.org/wiki/GLT,
GLUT,glucose transport proteins,葡萄糖转运蛋白,https://en.wikipedia.org/wiki/Glut,
GM-CSF,granulocyte macrophage colony-stimulating factor,粒细胞巨噬细胞集落刺激因子,https://en.wikipedia.org/wiki/Granulocyte-macrophage_colony-stimulating_factor,
GMFCS,Gross Motor Function Classification System,运动功能总分类系统,https://en.wikipedia.org/wiki/Gross_Motor_Function_Classification_System,
GNR,gram negative rod,克负棒,https://en.wikipedia.org/wiki/GNR,
GOF,gain-of-function,功能获得,https://en.wikipedia.org/wiki/Mutation#By_effect_on_function,
GPB,glycophorin B,糖蛋白B,https://en.wikipedia.org/wiki/GPB,
GPBB,glycogen phosphorylase BB isoenzyme,糖原磷酸化酶BB同工酶,https://en.wikipedia.org/wiki/Glycogen_phosphorylase_isoenzyme_BB,
GPC,gram positive coccus,革兰氏阳性球菌,https://en.wikipedia.org/wiki/GPC,
GPCR,G-protein-coupled receptor,G蛋白偶联受体,https://en.wikipedia.org/wiki/G_protein-coupled_receptor,
GPR,gram positive rods,革兰氏阳性棒,https://en.wikipedia.org/wiki/GPR,
GPS,Genomic Prostate Score,基因组前列腺评分,https://en.wikipedia.org/wiki/Global_Positioning_System,
GRADE,"Grading of Recommendations, Assessment, Development, and Evaluations",建议，评估，发展和评估的等级,"https://en.wikipedia.org/wiki/The_Grading_of_Recommendations_Assessment,_Development_and_Evaluation_(GRADE)_approach",
GRB2,growth factor receptor-bound protein 2,生长因子受体结合蛋白2,https://en.wikipedia.org/wiki/GRB2,
GRE,gradient recalled echo,梯度回波,https://en.wikipedia.org/wiki/Graduate_Record_Examinations,
GRS,Gender Reassignment Surgery,性别再分配手术,https://en.wikipedia.org/wiki/Sex_reassignment_surgery,
GS,general surgery,普外科,https://en.wikipedia.org/wiki/General_surgery,
GS,gram stain,克污点,https://en.wikipedia.org/wiki/Gram_stain,
GSD,glycogen storage disease,糖原贮积病,https://en.wikipedia.org/wiki/Glycogen_storage_disease,
GSV,great saphenous vein,大隐静脉,https://en.wikipedia.org/wiki/Great_saphenous_vein,
GSW,gunshot wound,枪伤,https://en.wikipedia.org/wiki/Gunshot_wound,
GTC seizure,generalized tonic-clonic seizure,全身性强直阵挛性发作,https://en.wikipedia.org/wiki/Generalized_tonic%E2%80%93clonic_seizure,
GTT,drop(s),下降,https://en.wikipedia.org/wiki/GTT,
GTT,glucose tolerance test,葡萄糖耐量试验,https://en.wikipedia.org/wiki/Glucose_tolerance_test,
GTV,gross tumor volume,肿瘤总体积,https://en.wikipedia.org/wiki/GTV,
GU,genitourinary,泌尿生殖,https://en.wikipedia.org/wiki/Genitourinary_system,
GVHD,graft versus host disease,移植物抗宿主病,https://en.wikipedia.org/wiki/Graft-versus-host_disease,
GWAS,genome-wide association study,全基因组关联研究,https://en.wikipedia.org/wiki/Genome-wide_association_study,
Gluc,glucose,葡萄糖,https://en.wikipedia.org/wiki/Glucose,
GnRH,gonadotropin-releasing hormone,促性腺激素释放激素,https://en.wikipedia.org/wiki/Gonadotropin-releasing_hormone,
GnRHa,gonadotropin-releasing hormone agonist,促性腺激素释放激素激动剂,https://en.wikipedia.org/wiki/Gonadotropin-releasing_hormone_agonist,
Gyn,gynecology,妇科,https://en.wikipedia.org/wiki/Gynaecology,
gDNA,genomic DNA,基因组DNA,https://en.wikipedia.org/wiki/Genomic_DNA,
H&H,hemoglobin and hematocrit,血红蛋白和血细胞比容,https://en.wikipedia.org/wiki/H%26H,
H&P,history and physical,历史和身体,https://en.wikipedia.org/wiki/Admission_note,
H/H,hemoglobin/hematocrit,血红蛋白/血细胞比容,,
H20,water,水,https://en.wikipedia.org/wiki/Water,
H2O2,hydrogen peroxide,过氧化氢,https://en.wikipedia.org/wiki/Hydrogen_peroxide,
HA,headache,头痛,https://en.wikipedia.org/wiki/Headache,
HA,hearing aid,助听器,https://en.wikipedia.org/wiki/Hearing_aid,
HA,histamine,组胺,https://en.wikipedia.org/wiki/Histamine,
HA,hyaluronic acid,透明质酸,https://en.wikipedia.org/wiki/Hyaluronic_acid,
HA-R,histamine receptor,组胺受体,https://en.wikipedia.org/wiki/Histamine_receptor,
HAART,highly active antiretroviral therapy,高效抗逆转录病毒疗法,https://en.wikipedia.org/wiki/Management_of_HIV/AIDS,
HAE,human airway epithelia,人气道上皮,https://en.wikipedia.org/wiki/Hae,
HAGMA,High Anion Gap Metabolic Acidosis,高阴离子间隙代谢性酸中毒,,
HAL,hexaminolevulinate,六乙酰基乙酰丙酸酯,https://en.wikipedia.org/wiki/HAL,
HAM-D,Hamilton Depression Rating Scale,汉密尔顿抑郁量表,https://en.wikipedia.org/wiki/Hamilton_Rating_Scale_for_Depression,
HAP,hospital-acquired pneumonia,医院获得性肺炎,https://en.wikipedia.org/wiki/Hospital-acquired_pneumonia,
HAPE,high altitude pulmonary edema,高原肺水肿,https://en.wikipedia.org/wiki/High-altitude_pulmonary_edema,
HAS-BLED,"hypertension, abnormal renal and liver function, stroke, bleeding, labile INR, elderly, drugs or alcohol",高血压，肾和肝功能异常，中风，出血，INR不稳定，老年人，药物或酒精,https://en.wikipedia.org/wiki/HAS-BLED,
HAT,"hypoxanthine, aminopterin, thymidine",次黄嘌呤，氨基蝶呤，胸苷,,
HAV,hepatitis A virus,甲型肝炎病毒,https://en.wikipedia.org/wiki/Hepatitis_A#Virology,
HAVB,high-grade atrioventricular block,高档房室传导阻滞,,
HBA,hepatobiliary agent,肝胆病,https://en.wikipedia.org/wiki/HBA,
HBI,HARVEY-BRADSHAW INDEX,哈夫·布拉索夫指数,https://en.wikipedia.org/wiki/HBI,
HBO,hyperbaric oxygen,高压氧,https://en.wikipedia.org/wiki/Hyperbaric_medicine,
HBV,hepatitis B virus,乙型肝炎病毒,,
HBeAg,hepatitis B e-antigen,乙型肝炎电子抗原,https://en.wikipedia.org/wiki/HBeAg,
HBsAg,Hepatitis B surface antigen,乙肝表面抗原,https://en.wikipedia.org/wiki/HBsAg,
HC,hydroxycarbamide,羟基脲,https://en.wikipedia.org/wiki/Hydroxycarbamide,
HCAP,healthcare-associated pneumonia,医疗保健相关性肺炎,https://en.wikipedia.org/wiki/Hospital-acquired_pneumonia,
HCC,Hepatocellular Carcinoma ,肝细胞癌,https://en.wikipedia.org/wiki/HCC,
HCG,Human Chorionic Gonadotropin,人绒毛膜促性腺激素,https://en.wikipedia.org/wiki/Human_chorionic_gonadotropin,
HCM,hypertrophic cardiomyopathy,肥厚型心肌病,https://en.wikipedia.org/wiki/Hypertrophic_cardiomyopathy,
HCMV,human cytomegalovirus,人类巨细胞病毒,https://en.wikipedia.org/wiki/Human_betaherpesvirus_5,
HCO3,bicarbonate,碳酸氢盐,https://en.wikipedia.org/wiki/Bicarbonate,
HCPCS,Healthcare Common Procedure Coding System,医疗保健通用程序编码系统,https://en.wikipedia.org/wiki/Healthcare_Common_Procedure_Coding_System,
HCQ,hydroxychloroquine,羟氯喹,https://en.wikipedia.org/wiki/Hydroxychloroquine,
HCTZ,hydrochlorothiazide,氢氯噻嗪,https://en.wikipedia.org/wiki/Hydrochlorothiazide,
HCV,Hepatitis C virus,丙型肝炎病毒,https://en.wikipedia.org/wiki/Hepatitis_C_virus,
HCVD,hypertensive cardiovascular disease,高血压心血管疾病,,
HCoV-229E,human coronavirus 229E,人类冠状病毒229E,https://en.wikipedia.org/wiki/Human_coronavirus_229E,
HD,Hirschsprung's disease,赫氏弹簧病,https://en.wikipedia.org/wiki/Hirschsprung%27s_disease,
HD,hemodialysis,血液透析,https://en.wikipedia.org/wiki/Hemodialysis,
HD,hemodynamically,血液动力学,https://en.wikipedia.org/wiki/HD,
HD,hospital day,住院日,https://en.wikipedia.org/wiki/HD,
HDC,histidine decarboxylase,组氨酸脱羧酶,https://en.wikipedia.org/wiki/Histidine_decarboxylase,
HDFN,hemolytic disease of the fetus and newborn,胎儿和新生儿溶血病,https://en.wikipedia.org/wiki/Hemolytic_disease_of_the_newborn,
HDL,high density lipoprotein,高密度脂蛋白,https://en.wikipedia.org/wiki/High-density_lipoprotein,
HDLP,HDL particle concentration,HDL颗粒浓度,,
HDN,hemolytic disease of the newborn,新生儿溶血病,https://en.wikipedia.org/wiki/Hemolytic_disease_of_the_newborn,
HE,hemagglutinin–acetylesterase,血凝素–乙酰酯酶,https://en.wikipedia.org/wiki/He,
HEART,"History, EKG, Age, Risk factors, initial Troponin",历史，心电图，年龄，危险因素，初始肌钙蛋白,https://en.wikipedia.org/wiki/Human_error_assessment_and_reduction_technique,
HEENT,"head, eyes, ears, nose, throat",头，眼，耳，鼻，喉,https://en.wikipedia.org/wiki/HEENT_examination,
HF,heart failure,心脏衰竭,https://en.wikipedia.org/wiki/Heart_failure,
HFCC,high-frequency chest clearance,高频胸部清除,https://en.wikipedia.org/wiki/Henry_Ford_College,
HFCWO,high-frequency chest wall oscillation,高频胸壁振荡,,
HFNC,High-Flow Nasal Cannula,高流量鼻导管,https://en.wikipedia.org/wiki/Heated_humidified_high-flow_therapy,
HFpEF,heart failure with preserved ejection fraction,保留射血分数的心力衰竭,https://en.wikipedia.org/wiki/Heart_failure_with_preserved_ejection_fraction,
HGB,hemoglobin,血红蛋白,https://en.wikipedia.org/wiki/Hemoglobin,
HGF,hepatocyte growth factor,肝细胞生长因子,https://en.wikipedia.org/wiki/Hepatocyte_growth_factor,
HH,hiatal hernia,食管裂孔疝,https://en.wikipedia.org/wiki/Hiatal_hernia,
HHA,home health aide,家庭健康助手,https://en.wikipedia.org/wiki/Home_care_in_the_United_States,
HHS,Hyperglycemic Hyperosmolar Syndrome,高血糖高渗综合征,https://en.wikipedia.org/wiki/HHS,
HI,homicidal ideation,杀人观念,https://en.wikipedia.org/wiki/Homicidal_ideation,
HIDA,cholescintigraphy,胆管造影,https://en.wikipedia.org/wiki/Cholescintigraphy,
HIPAA,Health Insurance Portability and Accountability Act,健康保险流通与责任法案,https://en.wikipedia.org/wiki/Health_Insurance_Portability_and_Accountability_Act,
HIS,histidine,组氨酸,https://en.wikipedia.org/wiki/Histidine,
HIV,human immunodeficiency virus,人类免疫缺陷病毒,https://en.wikipedia.org/wiki/HIV,
HK,Horseshoe Kidney,马蹄肾,https://en.wikipedia.org/wiki/Hong_Kong,
HL,hearing loss,听力损失,https://en.wikipedia.org/wiki/Hearing_loss,
HLA,human leukocyte antibody,人类白细胞抗体,https://en.wikipedia.org/wiki/HLA,
HLA-B27,human leukocyte antigen B27,人类白细胞抗原B27,https://en.wikipedia.org/wiki/HLA-B27,
HLD,Handicapping Labio-Lingual Deviation,阻碍唇舌舌偏,https://en.wikipedia.org/wiki/HLD,
HLP,hyperlipidemia,高脂血症,https://en.wikipedia.org/wiki/Hyperlipidemia,
HM,Heineke-Mikulicz,喜力·米库里兹（Heineke-Mikulicz）,https://en.wikipedia.org/wiki/HM,
HM,Heller myotomy ,海勒肌切开术,https://en.wikipedia.org/wiki/Heller_myotomy,
HM,hemiplegic migraine,偏瘫偏头痛,https://en.wikipedia.org/wiki/Hemiplegic_migraine,
HME,home medical equipment,家用医疗设备,https://en.wikipedia.org/wiki/Home_medical_equipment,
HMGB1,high mobility group box 1,高机动性组合箱1,https://en.wikipedia.org/wiki/HMGB1,
HNMT,histamine N-methyltransferase,组胺N-甲基转移酶,https://en.wikipedia.org/wiki/Histamine_N-methyltransferase,
HNP,Herniated Nucleus Pulposus,椎间盘突出,https://en.wikipedia.org/wiki/HNP,
HNS,hypoglossal nerve stimulation,舌下神经刺激,https://en.wikipedia.org/wiki/HNS,
HOCM,Hypertrophic Obstructive Cardiomyopathy,肥厚性梗阻性心肌病,https://en.wikipedia.org/wiki/Hypertrophic_cardiomyopathy,
HOMA,Homeostatic Model Assessment,稳态模型评估,,
HOMA-IR,homeostatic model assessment of insulin resistance,胰岛素抵抗的稳态模型评估,https://en.wikipedia.org/wiki/Homeostatic_model_assessment,
HP,Hypopharynx,下咽,https://en.wikipedia.org/wiki/Pharynx#Laryngopharynx,
HPA,hypothalamic-pituitary-adrenal,下丘脑-垂体-肾上腺,https://en.wikipedia.org/wiki/Hypothalamic%E2%80%93pituitary%E2%80%93adrenal_axis,
HPI,history of present illness,现病史,https://en.wikipedia.org/wiki/History_of_the_present_illness,
HPS,Hantavirus pulmonary syndrome,汉坦病毒性肺综合征,https://en.wikipedia.org/wiki/Hantavirus_pulmonary_syndrome,
HPV,human papillomavirus,人乳头状瘤病毒,https://en.wikipedia.org/wiki/Human_papillomavirus_infection,
HR,hazard ratio,危险几率,https://en.wikipedia.org/wiki/Hazard_ratio,
HR,heart rate,心率,https://en.wikipedia.org/wiki/Heart_rate,
HR,hormone receptor,激素受体,https://en.wikipedia.org/wiki/Hormone_receptor,
HRM,high-resolution manometry,高分辨率测压,https://en.wikipedia.org/wiki/HRM,
HRQL,health-related quality of life,健康相关的生活质量,https://en.wikipedia.org/wiki/Quality_of_life_(healthcare),
HRT,hormone replacement therapy,激素替代疗法,https://en.wikipedia.org/wiki/Hormone_replacement_therapy,
HS,at bedtime,睡前,https://en.wikipedia.org/wiki/HS,
HS,heparan sulfate,硫酸乙酰肝素,https://en.wikipedia.org/wiki/Heparan_sulfate,
HS,high-sensitivity,高灵敏度,https://en.wikipedia.org/wiki/HS,
HS-CRP,high sensitivity C-reactive protein,高灵敏度C反应蛋白,https://en.wikipedia.org/wiki/C-reactive_protein,
HSAT,home sleep apnea test,家庭睡眠呼吸暂停测试,https://en.wikipedia.org/wiki/Atbara_Airport,
HSC,hematopoietic stem cells,造血干细胞,https://en.wikipedia.org/wiki/Hematopoietic_stem_cell,
HSCT,hematopoietic stem cell transplant,造血干细胞移植,https://en.wikipedia.org/wiki/Hematopoietic_stem_cell_transplantation,
HSP,Henoch-Schönlein purpura,过敏性紫癜,https://en.wikipedia.org/wiki/Henoch%E2%80%93Sch%C3%B6nlein_purpura,
HSP,hereditary spastic paraplegia,遗传性痉挛性截瘫,https://en.wikipedia.org/wiki/Hereditary_spastic_paraplegia,
HSPG,Heparan Sulfate Proteoglycan,硫酸乙酰肝素蛋白聚糖,https://en.wikipedia.org/wiki/Heparan_sulfate,
HSROC,hierarchical summary receiver operating characteristic,分级汇总接收机的工作特性,,
HSV,herpes simplex virus,单纯疱疹病毒,https://en.wikipedia.org/wiki/Herpes_simplex_virus,
HTC,humidified trach collar,加湿的领子,https://en.wikipedia.org/wiki/HTC,
HTG,hypertriglyceridemia,高甘油三酯血症,https://en.wikipedia.org/wiki/Hypertriglyceridemia,
HTN,Hypertension,高血压,https://en.wikipedia.org/wiki/Hypertension,
HTV,height velocity,高度速度,https://en.wikipedia.org/wiki/HTV,
HU,hydroxyurea,羟基脲,https://en.wikipedia.org/wiki/Hydroxycarbamide,
HUD,Humanitarian Use Device,人道主义使用设备,https://en.wikipedia.org/wiki/Hud,
HUS,hemolytic-uremic syndrome,溶血尿毒症综合征,https://en.wikipedia.org/wiki/Hemolytic%E2%80%93uremic_syndrome,
HV,hypertensive vasculopathy,高血压血管病,https://en.wikipedia.org/wiki/HV,
